objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,Shape__Area,Shape__Length
4355,06,001,451401,1,060014514011,Block Group 1,G5030,S,828787,0,+37.6964412,-121.7784118,8.46683751660748E-05,0.0381071465846273
4356,06,013,383000,1,060133830001,Block Group 1,G5030,S,378096,0,+37.9148777,-122.3149450,3.87387563023367E-05,0.0267113797858888
4357,06,013,383000,2,060133830002,Block Group 2,G5030,S,352379,0,+37.9095958,-122.3099212,3.61010188498767E-05,0.0327344594722659
4358,06,013,383000,3,060133830003,Block Group 3,G5030,S,610736,0,+37.9047722,-122.3106662,6.25657021373627E-05,0.0487806204617196
4359,06,013,384000,1,060133840001,Block Group 1,G5030,S,683984,0,+37.9353992,-122.3070826,7.00980908732163E-05,0.0422912588964541
4360,06,013,384000,2,060133840002,Block Group 2,G5030,S,334729,0,+37.9294636,-122.3152841,3.43018377861881E-05,0.0259652057240071
4361,06,095,251400,1,060952514001,Block Group 1,G5030,S,686272,0,+38.1264639,-122.2330969,7.05133438714256E-05,0.0405072145398428
4362,06,095,252104,2,060952521042,Block Group 2,G5030,S,2631150,0,+38.0911158,-122.1622373,0.000270217121396854,0.0940675628001116
4363,06,095,253105,5,060952531055,Block Group 5,G5030,S,202927,0,+38.3514644,-121.9738982,2.09139975595463E-05,0.0202199891572453
4364,06,095,252314,1,060952523141,Block Group 1,G5030,S,413386,0,+38.2764021,-122.0440699,4.25606240241905E-05,0.0369923883677979
4365,06,081,603802,1,060816038021,Block Group 1,G5030,S,1309539,0,+37.6238852,-122.4371146,0.000133653196371597,0.0474460729168117
4366,06,081,607900,2,060816079002,Block Group 2,G5030,S,267138,0,+37.5558345,-122.2833986,2.72398933702789E-05,0.0269599099173052
4367,06,081,607900,3,060816079003,Block Group 3,G5030,S,408569,123545,+37.5620378,-122.2837340,5.42666912224377E-05,0.0587115635290322
4368,06,081,608300,2,060816083002,Block Group 2,G5030,S,567927,474991,+37.5551213,-122.2475340,0.000106347870769241,0.0529786621586602
4369,06,001,438100,5,060014381005,Block Group 5,G5030,S,246647,0,+37.6111378,-122.0282929,2.51688597927568E-05,0.0247142373326473
4370,06,001,440100,1,060014401001,Block Group 1,G5030,S,27383597,0,+37.6164242,-121.9814908,0.00279452879703967,0.277950651608647
4371,06,001,441100,2,060014411002,Block Group 2,G5030,S,14623376,0,+37.5863381,-121.9619065,0.00149173684712878,0.213611884064414
4372,06,001,442000,1,060014420001,Block Group 1,G5030,S,6722652,0,+37.5611266,-121.9364398,0.000685553671246453,0.134342425209592
4373,06,001,443103,1,060014431031,Block Group 1,G5030,S,923199,0,+37.5128600,-121.9156314,9.4084693955665E-05,0.0414697670158862
4374,06,001,443200,1,060014432001,Block Group 1,G5030,S,8970401,0,+37.4942259,-121.8977759,0.000913965082872892,0.129592532819897
4375,06,001,450601,1,060014506011,Block Group 1,G5030,S,18635759,0,+37.6286056,-121.9158383,0.00190210643813771,0.326566887453246
4376,06,001,450742,3,060014507423,Block Group 3,G5030,S,5985837,849637,+37.6692198,-121.8253539,0.000698024174198508,0.140646436296126
4377,06,001,451202,2,060014512022,Block Group 2,G5030,S,392915,0,+37.7245151,-121.7283821,4.01548541049124E-05,0.0264138072033368
4378,06,001,451503,1,060014515031,Block Group 1,G5030,S,1165485,0,+37.6872703,-121.7471912,0.000119050822377176,0.0856214875962413
4379,06,001,451701,3,060014517013,Block Group 3,G5030,S,277963,0,+37.6700775,-121.7829011,2.83866088466311E-05,0.0216765902302597
4380,06,001,400200,2,060014002002,Block Group 2,G5030,S,298490,0,+37.8465865,-122.2503095,3.05543453578139E-05,0.0338306137941424
4381,06,001,405500,1,060014055001,Block Group 1,G5030,S,96014,0,+37.7958758,-122.2406571,9.82169831331703E-06,0.013544545543119
4382,06,001,405500,3,060014055003,Block Group 3,G5030,S,95924,0,+37.7988209,-122.2439761,9.81284074441646E-06,0.0135903012410056
4383,06,001,405500,4,060014055004,Block Group 4,G5030,S,123546,0,+37.8004656,-122.2455204,1.26389577417285E-05,0.0174274879962221
4384,06,001,405600,1,060014056001,Block Group 1,G5030,S,119879,0,+37.8024919,-122.2343274,1.22638884931803E-05,0.0174910146168471
4385,06,001,405600,2,060014056002,Block Group 2,G5030,S,176869,0,+37.7994950,-122.2371528,1.80936676770216E-05,0.0191364783215309
4386,06,001,405600,3,060014056003,Block Group 3,G5030,S,132026,0,+37.8010180,-122.2401072,1.35064469759527E-05,0.0168218711726838
4387,06,001,405700,1,060014057001,Block Group 1,G5030,S,208904,0,+37.8000788,-122.2292722,2.13709340641799E-05,0.0239708134370814
4388,06,001,405700,2,060014057002,Block Group 2,G5030,S,141503,0,+37.7963034,-122.2274597,1.44749801620492E-05,0.0190262417174797
4389,06,001,405700,3,060014057003,Block Group 3,G5030,S,196453,0,+37.7976537,-122.2316953,2.00965328076563E-05,0.0241916411028492
4390,06,001,405800,2,060014058002,Block Group 2,G5030,S,120386,0,+37.7934584,-122.2326243,1.23143991004326E-05,0.0151650498388799
4391,06,001,423000,3,060014230003,Block Group 3,G5030,S,243391,0,+37.8651738,-122.2792155,2.49205363616056E-05,0.0200113414712588
4392,06,001,408700,6,060014087006,Block Group 6,G5030,S,165741,0,+37.7698794,-122.1886054,1.69486620507087E-05,0.0181586165575847
4393,06,001,408800,1,060014088001,Block Group 1,G5030,S,170314,0,+37.7583739,-122.1910650,1.74136253008328E-05,0.018418153500841
4394,06,001,408800,2,060014088002,Block Group 2,G5030,S,324673,0,+37.7553793,-122.1973963,3.31943260789558E-05,0.0284523654366158
4395,06,001,408800,3,060014088003,Block Group 3,G5030,S,244658,0,+37.7598755,-122.1948630,2.50151642831042E-05,0.0223558586898695
4396,06,001,408800,4,060014088004,Block Group 4,G5030,S,439820,0,+37.7612081,-122.2001889,4.49704098173243E-05,0.0299266636042267
4397,06,001,408900,1,060014089001,Block Group 1,G5030,S,468230,0,+37.7530736,-122.1885082,4.78702704640455E-05,0.0455235207490997
4398,06,001,408900,2,060014089002,Block Group 2,G5030,S,359063,0,+37.7555722,-122.1895177,3.67104075849056E-05,0.0341276794455048
4399,06,001,422700,1,060014227001,Block Group 1,G5030,S,181227,0,+37.8682567,-122.2473366,1.85564394996618E-05,0.0184625690456352
4400,06,001,422700,2,060014227002,Block Group 2,G5030,S,64948,0,+37.8671316,-122.2503935,6.65019524603849E-06,0.0130278680398815
4401,06,001,422800,1,060014228001,Block Group 1,G5030,S,182982,0,+37.8670327,-122.2569087,1.87357350114326E-05,0.0210643018146133
4402,06,001,422800,3,060014228003,Block Group 3,G5030,S,82128,0,+37.8672384,-122.2635606,8.4092657743895E-06,0.0127967304546031
4403,06,001,423000,1,060014230001,Block Group 1,G5030,S,244945,0,+37.8695460,-122.2774644,2.50809234785265E-05,0.0239130502008325
4404,06,001,423000,2,060014230002,Block Group 2,G5030,S,241747,0,+37.8657880,-122.2747071,2.47525017584849E-05,0.0199373066821641
4405,06,013,348000,3,060133480003,Block Group 3,G5030,S,5643063,0,+37.9063250,-122.1336704,0.000578103509269567,0.21695819827838
4406,06,001,427600,1,060014276001,Block Group 1,G5030,S,194597,0,+37.7785568,-122.2806564,1.99015635189426E-05,0.020787857182463
4407,06,001,427700,2,060014277002,Block Group 2,G5030,S,284748,0,+37.7711742,-122.2821661,2.91186156573531E-05,0.0289261781830752
4408,06,013,346203,2,060133462032,Block Group 2,G5030,S,839226,0,+37.8280957,-121.9926169,8.5884803411318E-05,0.0377255361557792
4409,06,013,374000,2,060133740002,Block Group 2,G5030,S,216196,0,+37.9366940,-122.3390248,2.21571035581292E-05,0.018921609538635
4410,06,013,325000,2,060133250002,Block Group 2,G5030,S,193521,0,+37.9355479,-122.0728198,1.9833119949908E-05,0.0203310435404161
4411,06,013,305000,2,060133050002,Block Group 2,G5030,S,438026,0,+38.0059929,-121.8110075,4.49337026111607E-05,0.0346492072023608
4412,06,013,301000,3,060133010003,Block Group 3,G5030,S,70954961,28821337,+38.0420401,-121.6278775,0.0102401822377942,0.87011507963197
4413,06,013,345111,1,060133451111,Block Group 1,G5030,S,1484055,0,+37.7568580,-121.9532290,0.000151731520418252,0.105538561599047
4414,06,013,368002,2,060133680022,Block Group 2,G5030,S,235443,0,+37.9592666,-122.3529278,2.41370275944064E-05,0.0279597852463863
4415,06,013,349000,1,060133490001,Block Group 1,G5030,S,1389414,0,+37.8921332,-122.0978542,0.000142311797389993,0.0748378594315211
4416,06,013,389200,1,060133892001,Block Group 1,G5030,S,99538,0,+37.9025570,-122.3062978,1.01965697467676E-05,0.0174119209645688
4417,06,013,334200,4,060133342004,Block Group 4,G5030,S,599035,0,+37.8886469,-122.0643361,6.13538409197645E-05,0.0469719086739716
4418,06,013,345101,2,060133451012,Block Group 2,G5030,S,840435,0,+37.7325160,-121.9409077,8.58993698784616E-05,0.0443725277221099
4419,06,013,351200,1,060133512001,Block Group 1,G5030,S,1245389,0,+37.8776527,-122.1029536,0.000127535041883675,0.0759844922563158
4420,06,097,150610,1,060971506101,Block Group 1,G5030,S,352298,0,+38.2633447,-122.6353952,3.62648743248428E-05,0.0281094550803825
4421,06,095,250801,1,060952508011,Block Group 1,G5030,S,497166,0,+38.0788590,-122.2371454,5.1049978537776E-05,0.0488227911837654
4422,06,095,253105,4,060952531054,Block Group 4,G5030,S,246768,0,+38.3476907,-121.9702524,2.5430894766032E-05,0.0257227610046734
4423,06,081,604102,1,060816041021,Block Group 1,G5030,S,746377,0,+37.6297700,-122.4239680,7.61819292165455E-05,0.0467887747797145
4424,06,081,604200,1,060816042001,Block Group 1,G5030,S,312700,0,+37.6326618,-122.4076463,3.19180016958853E-05,0.0283255448489847
4425,06,081,604200,2,060816042002,Block Group 2,G5030,S,329821,0,+37.6368570,-122.4121706,3.36677403538488E-05,0.0318206613583771
4426,06,081,604200,3,060816042003,Block Group 3,G5030,S,1101266,0,+37.6230579,-122.4039191,0.000112395232008566,0.054911420329421
4427,06,097,150609,4,060971506094,Block Group 4,G5030,S,384595,0,+38.2568214,-122.6339059,3.95859642594587E-05,0.0285273719633252
4428,06,081,607100,2,060816071002,Block Group 2,G5030,S,428346,0,+37.5271032,-122.2998192,4.36618865933269E-05,0.0319346181851428
4429,06,081,604500,1,060816045001,Block Group 1,G5030,S,1202054,0,+37.6048648,-122.4095955,0.000122652150366775,0.0738467144257706
4430,06,081,604500,2,060816045002,Block Group 2,G5030,S,424504,0,+37.6100342,-122.4114375,4.33173991041258E-05,0.0328119012728149
4431,06,081,604600,1,060816046001,Block Group 1,G5030,S,862180,0,+37.6026525,-122.4210366,8.79705271472631E-05,0.0400422642724252
4432,06,097,150701,1,060971507011,Block Group 1,G5030,S,1904096,106341,+38.2369714,-122.6256885,0.000206876260563149,0.0616630110851098
4433,06,081,604600,2,060816046002,Block Group 2,G5030,S,560038,0,+37.5966062,-122.4138713,5.71375462641299E-05,0.0367833666382324
4434,06,081,606300,2,060816063002,Block Group 2,G5030,S,311064,0,+37.5640185,-122.3196493,3.17221638397314E-05,0.0343862318652717
4435,06,081,606300,3,060816063003,Block Group 3,G5030,S,335695,0,+37.5660914,-122.3253785,3.42354196618544E-05,0.0240407100696342
4436,06,081,606400,1,060816064001,Block Group 1,G5030,S,198404,0,+37.5665617,-122.3320941,2.02342298507574E-05,0.0209207358508837
4437,06,081,606400,2,060816064002,Block Group 2,G5030,S,239976,0,+37.5578369,-122.3244323,2.44709372054785E-05,0.0219702577758463
4438,06,081,606400,3,060816064003,Block Group 3,G5030,S,246472,0,+37.5603514,-122.3199515,2.51340261456789E-05,0.0235272296824487
4439,06,081,606500,1,060816065001,Block Group 1,G5030,S,262975,0,+37.5570341,-122.3290288,2.68157177742978E-05,0.0245847784899235
4440,06,013,320001,2,060133200012,Block Group 2,G5030,S,1591589,44603,+38.0083398,-122.0985823,0.000167848226737988,0.077224523680738
4441,06,013,334006,3,060133340063,Block Group 3,G5030,S,423362,0,+37.9492584,-121.9861311,4.3396316414146E-05,0.0399942942081574
4442,06,013,349000,2,060133490002,Block Group 2,G5030,S,1498478,0,+37.8858930,-122.1069472,0.00015346971940744,0.0606189565777481
4443,06,013,349000,3,060133490003,Block Group 3,G5030,S,644881,0,+37.8926592,-122.1108271,6.6052744841727E-05,0.0507301123678738
4444,06,013,350000,1,060133500001,Block Group 1,G5030,S,562972,0,+37.8896537,-122.1226729,5.76608526898781E-05,0.035157100590985
4445,06,013,351200,2,060133512002,Block Group 2,G5030,S,2709295,0,+37.8618662,-122.0909992,0.000277389378879889,0.0794450279094463
4446,06,081,606800,1,060816068001,Block Group 1,G5030,S,1298143,0,+37.5301803,-122.3424445,0.000132325893900997,0.0658601578412858
4447,06,081,606900,1,060816069001,Block Group 1,G5030,S,1041432,0,+37.5274896,-122.3513293,0.000106154671811964,0.0610264310735905
4448,06,081,606900,2,060816069002,Block Group 2,G5030,S,2395462,0,+37.5166939,-122.3432883,0.000244138132075022,0.0671763925782794
4449,06,081,607000,1,060816070001,Block Group 1,G5030,S,175632,0,+37.5300297,-122.3263584,1.79029448190704E-05,0.0224042221921018
4450,06,081,607100,1,060816071001,Block Group 1,G5030,S,402692,0,+37.5250057,-122.3080373,4.10454617849609E-05,0.0334718538235491
4451,06,013,369001,4,060133690014,Block Group 4,G5030,S,232851,0,+37.9606551,-122.3420856,2.38717402680777E-05,0.0248726270208758
4452,06,081,604700,2,060816047002,Block Group 2,G5030,S,396072,0,+37.5913497,-122.4052005,4.04063985115499E-05,0.038181585747956
4453,06,081,604800,1,060816048001,Block Group 1,G5030,S,327058,0,+37.6022257,-122.4006654,3.33703055730439E-05,0.0292034451687285
4454,06,081,604800,2,060816048002,Block Group 2,G5030,S,397773,0,+37.5991205,-122.3983883,4.05840391977108E-05,0.03586191641593
4455,06,081,604800,3,060816048003,Block Group 3,G5030,S,309090,0,+37.5972173,-122.3939970,3.15349225274986E-05,0.023881645345075
4456,06,081,605800,1,060816058001,Block Group 1,G5030,S,368153,0,+37.5707405,-122.3447797,3.75475619875942E-05,0.0285745725877028
4457,06,081,605000,4,060816050004,Block Group 4,G5030,S,438342,0,+37.5808119,-122.3983358,4.47121960860386E-05,0.0280623744822222
4458,06,081,605000,5,060816050005,Block Group 5,G5030,S,429487,0,+37.5847855,-122.3923452,4.38113520431216E-05,0.0342714627562999
4459,06,081,605100,1,060816051001,Block Group 1,G5030,S,449283,0,+37.5900973,-122.3729879,4.58339450233325E-05,0.034670158644002
4460,06,081,605100,2,060816051002,Block Group 2,G5030,S,2171476,1639783,+37.5973795,-122.3682086,0.000388846468467818,0.0962252752880319
4461,06,081,605200,3,060816052003,Block Group 3,G5030,S,231946,0,+37.5799331,-122.3785291,2.3658776171942E-05,0.0355660098054888
4462,06,081,605200,4,060816052004,Block Group 4,G5030,S,232455,0,+37.5840299,-122.3793304,2.37121685131569E-05,0.0267863145417945
4463,06,081,606100,1,060816061001,Block Group 1,G5030,S,2106032,2677425,+37.5807361,-122.3144888,0.000487948707814212,0.147648201022912
4464,06,081,606100,3,060816061003,Block Group 3,G5030,S,193598,0,+37.5741263,-122.3136510,1.97457111426047E-05,0.0231252054523253
4465,06,081,606300,1,060816063001,Block Group 1,G5030,S,372241,0,+37.5657922,-122.3136344,3.79622811124136E-05,0.0249483589322662
4466,06,013,302005,3,060133020053,Block Group 3,G5030,S,623708,0,+37.9936143,-121.7273893,6.39707131995237E-05,0.0389232991624422
4467,06,081,601604,1,060816016041,Block Group 1,G5030,S,1477521,0,+37.6695269,-122.4691340,0.000150888699408824,0.0620933730150214
4468,06,081,601605,1,060816016051,Block Group 1,G5030,S,235855,0,+37.6535944,-122.4705834,2.40810622926801E-05,0.0265838113981862
4469,06,081,601605,3,060816016053,Block Group 3,G5030,S,305836,0,+37.6549135,-122.4665250,3.12268048219266E-05,0.0248819828029821
4470,06,081,601605,4,060816016054,Block Group 4,G5030,S,260906,0,+37.6608564,-122.4732876,2.66413212557381E-05,0.0222966599180988
4471,06,081,601700,1,060816017001,Block Group 1,G5030,S,262864,0,+37.6675930,-122.4550970,2.6843746582017E-05,0.0221125466845515
4472,06,081,605400,1,060816054001,Block Group 1,G5030,S,168255,0,+37.5853998,-122.3404854,1.71635110746138E-05,0.0209642279657164
4473,06,081,605400,3,060816054003,Block Group 3,G5030,S,348106,0,+37.5806645,-122.3394258,3.55078309439705E-05,0.0261374502403338
4474,06,081,605400,5,060816054005,Block Group 5,G5030,S,1420504,1270706,+37.5910356,-122.3453899,0.00027454537257654,0.0833177258715489
4475,06,081,605600,1,060816056001,Block Group 1,G5030,S,948455,0,+37.5764396,-122.3660296,9.6739721357153E-05,0.069347533080425
4476,06,081,605600,2,060816056002,Block Group 2,G5030,S,1134449,0,+37.5680593,-122.3558622,0.000115697509954771,0.0701906827208708
4477,06,097,150901,1,060971509011,Block Group 1,G5030,S,377779,10207,+38.2383870,-122.6420051,3.99246086999483E-05,0.0274069755310494
4478,06,097,150901,2,060971509012,Block Group 2,G5030,S,352050,10662,+38.2412719,-122.6352649,3.73260963897337E-05,0.0275723317847474
4479,06,097,150901,3,060971509013,Block Group 3,G5030,S,375573,0,+38.2466678,-122.6335026,3.86522337976203E-05,0.0280852765590618
4480,06,013,321101,2,060133211012,Block Group 2,G5030,S,675047,0,+37.9873512,-122.0924094,6.92304406584299E-05,0.0357241340759655
4481,06,081,601700,2,060816017002,Block Group 2,G5030,S,504830,0,+37.6623326,-122.4540594,5.15499250468565E-05,0.0392143287857976
4482,06,081,601800,1,060816018001,Block Group 1,G5030,S,924880,0,+37.6525911,-122.4439989,9.44300727496739E-05,0.0507078979367529
4483,06,081,605700,1,060816057001,Block Group 1,G5030,S,1391951,0,+37.5610035,-122.3380045,0.000141945952691458,0.0535808888949058
4484,06,081,605700,4,060816057004,Block Group 4,G5030,S,1705302,0,+37.5542362,-122.3521822,0.000173884906871535,0.0875810031431091
4485,06,081,605800,3,060816058003,Block Group 3,G5030,S,371743,0,+37.5652592,-122.3504600,3.79111611437111E-05,0.0329923912756426
4486,06,013,320004,1,060133200041,Block Group 1,G5030,S,2830555,20167,+38.0063085,-122.0732041,0.000292421277663379,0.0763628013314875
4487,06,013,321101,1,060133211011,Block Group 1,G5030,S,796747,0,+37.9877175,-122.0821650,8.17116701909981E-05,0.0382141507754538
4488,06,013,334006,1,060133340061,Block Group 1,G5030,S,414172,0,+37.9551768,-121.9962052,4.24576041950786E-05,0.03354717395023
4489,06,013,335000,1,060133350001,Block Group 1,G5030,S,778291,0,+37.9671929,-122.0137028,7.97972188593121E-05,0.0391126043006734
4490,06,013,335000,2,060133350002,Block Group 2,G5030,S,437325,0,+37.9697495,-122.0216599,4.48400296590989E-05,0.0312275954925296
4491,06,013,336101,1,060133361011,Block Group 1,G5030,S,197887,0,+37.9707112,-122.0353383,2.02899809664814E-05,0.0215362701992825
4492,06,013,353002,4,060133530024,Block Group 4,G5030,S,786534,0,+37.8675412,-122.1702235,8.05348900030367E-05,0.0455315042918782
4493,06,013,355107,2,060133551072,Block Group 2,G5030,S,673089,0,+37.9809932,-121.8381824,6.90238161951129E-05,0.0395661346052471
4494,06,081,605800,2,060816058002,Block Group 2,G5030,S,464702,0,+37.5680562,-122.3413717,4.73934128422115E-05,0.0333221245194198
4495,06,081,606000,2,060816060002,Block Group 2,G5030,S,279331,3615,+37.5784336,-122.3292815,2.88608080154518E-05,0.0222339234900868
4496,06,081,606100,2,060816061002,Block Group 2,G5030,S,267572,0,+37.5770521,-122.3155513,2.72919855888176E-05,0.0226320421769052
4497,06,081,607300,1,060816073001,Block Group 1,G5030,S,415126,0,+37.5332105,-122.3176771,4.23174619754718E-05,0.0392253394518677
4498,06,081,602400,1,060816024001,Block Group 1,G5030,S,393496,0,+37.6422807,-122.4318770,4.01702959607064E-05,0.0333733070417679
4499,06,081,602400,2,060816024002,Block Group 2,G5030,S,561704,0,+37.6387841,-122.4313939,5.73399606764724E-05,0.0474616177971792
4500,06,081,602500,1,060816025001,Block Group 1,G5030,S,379425,0,+37.6395121,-122.4504308,3.87325094379776E-05,0.0251097159285648
4501,06,081,602500,2,060816025002,Block Group 2,G5030,S,338567,0,+37.6408166,-122.4577677,3.45622561326309E-05,0.0412556582643358
4502,06,081,606500,2,060816065002,Block Group 2,G5030,S,254674,0,+37.5540489,-122.3231381,2.5968352019845E-05,0.0261311423801076
4503,06,081,607100,3,060816071003,Block Group 3,G5030,S,411248,0,+37.5294810,-122.3062357,4.19202146986208E-05,0.0314080316228182
4504,06,081,607200,1,060816072001,Block Group 1,G5030,S,484198,0,+37.5360398,-122.3005225,4.93605411975295E-05,0.0411970996936271
4505,06,081,607200,2,060816072002,Block Group 2,G5030,S,524334,0,+37.5305197,-122.2946912,5.34482983312046E-05,0.0406621594926526
4506,06,081,607300,2,060816073002,Block Group 2,G5030,S,516965,0,+37.5362777,-122.3067163,5.27010220139346E-05,0.0335511708377532
4507,06,081,602700,1,060816027001,Block Group 1,G5030,S,143554,0,+37.6565120,-122.4761923,1.46574775499175E-05,0.019295909068031
4508,06,081,602700,2,060816027002,Block Group 2,G5030,S,407732,0,+37.6519758,-122.4733300,4.16301654695417E-05,0.0461375543403098
4509,06,081,602700,3,060816027003,Block Group 3,G5030,S,476498,0,+37.6491161,-122.4761507,4.86480898871378E-05,0.0402755231628966
4510,06,081,602800,1,060816028001,Block Group 1,G5030,S,288798,0,+37.6598133,-122.4879486,2.94888595817611E-05,0.0314191011654869
4511,06,081,602800,3,060816028003,Block Group 3,G5030,S,230881,0,+37.6552119,-122.4839773,2.35736401918984E-05,0.0262140348558181
4512,06,081,606500,3,060816065003,Block Group 3,G5030,S,436923,0,+37.5532823,-122.3307926,4.45512205260457E-05,0.0350498360133726
4513,06,081,606500,4,060816065004,Block Group 4,G5030,S,475695,0,+37.5508971,-122.3362956,4.8503113703191E-05,0.0298242738972176
4514,06,081,606600,2,060816066002,Block Group 2,G5030,S,610723,0,+37.5511762,-122.3164045,6.22711131654796E-05,0.0384141800602411
4515,06,081,606600,3,060816066003,Block Group 3,G5030,S,212557,0,+37.5524428,-122.3212582,2.16732551052701E-05,0.0246781314722693
4516,06,081,606700,1,060816067001,Block Group 1,G5030,S,326395,0,+37.5459594,-122.3282031,3.32780327880755E-05,0.0269761036222328
4517,06,081,606700,2,060816067002,Block Group 2,G5030,S,1628931,0,+37.5393803,-122.3225097,0.00016606506142125,0.0597176273133985
4518,06,081,602900,1,060816029001,Block Group 1,G5030,S,843247,842095,+37.6535463,-122.4931860,0.00017207815153597,0.0774727511512266
4519,06,081,602900,2,060816029002,Block Group 2,G5030,S,517692,0,+37.6480758,-122.4867011,5.28530881638289E-05,0.0355236209259908
4520,06,081,604400,3,060816044003,Block Group 3,G5030,S,588196,0,+37.6025506,-122.3920441,6.00149146521289E-05,0.0425129373353836
4521,06,081,603000,2,060816030002,Block Group 2,G5030,S,258889,0,+37.6325518,-122.4871308,2.6425252599438E-05,0.0383607972162435
4522,06,081,603000,3,060816030003,Block Group 3,G5030,S,159816,0,+37.6306316,-122.4913319,1.63126132974867E-05,0.0238711652889311
4523,06,081,603000,4,060816030004,Block Group 4,G5030,S,499128,623386,+37.6368082,-122.4932150,0.000114586081508605,0.0520445892552014
4524,06,081,604900,2,060816049002,Block Group 2,G5030,S,537999,0,+37.5859678,-122.4035450,5.48812131455634E-05,0.0345997080980174
4525,06,081,605000,1,060816050001,Block Group 1,G5030,S,554269,0,+37.5927976,-122.3844803,5.65461077712825E-05,0.0369561274726156
4526,06,081,605000,2,060816050002,Block Group 2,G5030,S,275866,0,+37.5889872,-122.3802370,2.81422821899469E-05,0.0265240090753879
4527,06,013,321101,3,060133211013,Block Group 3,G5030,S,1293669,0,+37.9906596,-122.1066720,0.000132680179376621,0.0643576369033797
4528,06,013,321103,3,060133211033,Block Group 3,G5030,S,463420,0,+37.9871114,-122.1248912,4.75264282613352E-05,0.0292635181097474
4529,06,081,603100,1,060816031001,Block Group 1,G5030,S,2645670,0,+37.6074174,-122.4829524,0.00026996201449947,0.0766615478077243
4530,06,001,444602,2,060014446022,Block Group 2,G5030,S,4306820,0,+37.5083275,-122.0045316,0.000438889758243022,0.106142489189704
4531,06,081,603200,1,060816032001,Block Group 1,G5030,S,396845,0,+37.5891420,-122.4961915,4.04837878704711E-05,0.0286642160557946
4532,06,081,603200,2,060816032002,Block Group 2,G5030,S,301899,0,+37.5920590,-122.5019411,3.07991781482997E-05,0.0236969962611754
4533,06,081,603200,3,060816032003,Block Group 3,G5030,S,323885,0,+37.5954236,-122.4995125,3.30436619151442E-05,0.0245674771522796
4534,06,081,603300,3,060816033003,Block Group 3,G5030,S,5114707,0,+37.5740103,-122.4846763,0.000521669809586456,0.147013775638704
4535,06,081,605300,1,060816053001,Block Group 1,G5030,S,373955,0,+37.5831955,-122.3569388,3.81457848561695E-05,0.029964907122981
4536,06,081,605300,2,060816053002,Block Group 2,G5030,S,291695,0,+37.5807386,-122.3599002,2.97537199003273E-05,0.0271133837172603
4537,06,081,605300,4,060816053004,Block Group 4,G5030,S,196123,0,+37.5828998,-122.3695228,2.00056088033307E-05,0.0194122628999225
4538,06,013,355302,1,060133553021,Block Group 1,G5030,S,522543,0,+37.9254076,-122.0088150,5.35456192665151E-05,0.0349627680950767
4539,06,013,355302,2,060133553022,Block Group 2,G5030,S,464115,0,+37.9181956,-122.0059661,4.75539877697884E-05,0.0371911361127625
4540,06,013,355306,2,060133553062,Block Group 2,G5030,S,777254,0,+37.9442313,-121.9471818,7.9662698226457E-05,0.0520264986784867
4541,06,013,355306,5,060133553065,Block Group 5,G5030,S,556008,0,+37.9277298,-121.9251088,5.6976658925123E-05,0.0351370224241279
4542,06,081,603400,2,060816034002,Block Group 2,G5030,S,3248061,0,+37.5775251,-122.4640872,0.000331297733282554,0.107207329500226
4543,06,081,603400,3,060816034003,Block Group 3,G5030,S,428987,0,+37.5880330,-122.4707217,4.37620660704852E-05,0.0331541257696772
4544,06,081,603700,1,060816037001,Block Group 1,G5030,S,884191,0,+37.6355028,-122.4534040,9.02560241229367E-05,0.059876960275327
4545,06,081,603700,2,060816037002,Block Group 2,G5030,S,971730,0,+37.6300342,-122.4440229,9.91842939583876E-05,0.0525166483641259
4546,06,081,603900,2,060816039002,Block Group 2,G5030,S,415184,0,+37.6141512,-122.4087097,4.23685710302379E-05,0.0407377895550395
4547,06,081,603900,3,060816039003,Block Group 3,G5030,S,748694,0,+37.6117318,-122.4192532,7.64003871154273E-05,0.0453016429792105
4548,06,081,603900,4,060816039004,Block Group 4,G5030,S,249952,0,+37.6168416,-122.4176924,2.55081549767056E-05,0.0319331875463941
4549,06,081,603900,5,060816039005,Block Group 5,G5030,S,167171,0,+37.6181602,-122.4197210,1.70604175764311E-05,0.0174508071482591
4550,06,081,603900,6,060816039006,Block Group 6,G5030,S,234560,0,+37.6082118,-122.4263845,2.3935486751725E-05,0.0359814529767372
4551,06,081,604000,1,060816040001,Block Group 1,G5030,S,278962,0,+37.6249420,-122.4164974,2.84716165879217E-05,0.0236030209515581
4552,06,081,604000,2,060816040002,Block Group 2,G5030,S,283550,0,+37.6235652,-122.4202287,2.8939235562575E-05,0.0252950172343268
4553,06,081,604000,3,060816040003,Block Group 3,G5030,S,352499,0,+37.6220986,-122.4243697,3.59755749741453E-05,0.0265014806765647
4554,06,081,604400,1,060816044001,Block Group 1,G5030,S,293599,0,+37.6104172,-122.4014546,2.99597054436163E-05,0.0319748507016318
4555,06,001,440301,4,060014403014,Block Group 4,G5030,S,1971684,0,+37.6002790,-122.0345661,0.000201169273168489,0.0810835316793607
4556,06,001,440333,2,060014403332,Block Group 2,G5030,S,775201,0,+37.6007832,-122.0687329,7.90936273915577E-05,0.0369322345304144
