GEOID,Block Group GeoID,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,Estimate!!Total:!!Owner occupied:!!No vehicle available,Owner Carlessness Percentage,Estimate!!Total:!!Owner occupied:!!1 vehicle available,Margin of Error!!Total:!!Owner occupied:!!1 vehicle available,Estimate!!Total:!!Owner occupied:!!2 vehicles available,Margin of Error!!Total:!!Owner occupied:!!2 vehicles available,Estimate!!Total:!!Owner occupied:!!3 vehicles available,Margin of Error!!Total:!!Owner occupied:!!3 vehicles available,Estimate!!Total:!!Owner occupied:!!4 vehicles available,Margin of Error!!Total:!!Owner occupied:!!4 vehicles available,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available,Estimate!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!No vehicle available,Total Carlessness Count,carless_percentage,Estimate!!Total:!!Renter occupied:!!1 vehicle available,Margin of Error!!Total:!!Renter occupied:!!1 vehicle available,Estimate!!Total:!!Renter occupied:!!2 vehicles available,Margin of Error!!Total:!!Renter occupied:!!2 vehicles available,Estimate!!Total:!!Renter occupied:!!3 vehicles available,Margin of Error!!Total:!!Renter occupied:!!3 vehicles available,Estimate!!Total:!!Renter occupied:!!4 vehicles available,Margin of Error!!Total:!!Renter occupied:!!4 vehicles available,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available
1500000US060750101011,060750101011,Block Group 1; Census Tract 101.01; San Francisco County; California,517,22,0,0,0,14,22,32,0,14,0,14,0,14,495,183,203,39%,281,137,31,35,0,14,0,14,0,14
1500000US060750131022,060750131022,Block Group 2; Census Tract 131.02; San Francisco County; California,652,290,22,0.075862069,197,131,40,52,23,28,8,14,0,14,362,118,118,18%,237,91,7,13,0,14,0,14,0,14
1500000US060750132001,060750132001,Block Group 1; Census Tract 132; San Francisco County; California,307,204,10,0.049019608,34,41,160,112,0,14,0,14,0,14,103,0,26,8%,103,76,0,14,0,14,0,14,0,14
1500000US060750132002,060750132002,Block Group 2; Census Tract 132; San Francisco County; California,416,239,0,0,81,96,134,74,24,30,0,14,0,14,177,7,35,8%,170,119,0,14,0,14,0,14,0,14
1500000US060750132003,060750132003,Block Group 3; Census Tract 132; San Francisco County; California,838,257,93,0.361867704,111,79,38,36,0,14,15,23,0,14,581,208,217,26%,354,163,19,32,0,14,0,14,0,14
1500000US060750132004,060750132004,Block Group 4; Census Tract 132; San Francisco County; California,663,191,0,0,172,195,19,25,0,14,0,14,0,14,472,127,127,19%,345,135,0,14,0,14,0,14,0,14
1500000US060750133001,060750133001,Block Group 1; Census Tract 133; San Francisco County; California,153,112,40,0.357142857,19,21,36,27,17,17,0,14,0,14,41,0,51,33%,21,22,20,22,0,14,0,14,0,14
1500000US060750133002,060750133002,Block Group 2; Census Tract 133; San Francisco County; California,595,175,10,0.057142857,59,39,98,50,8,13,0,14,0,14,420,181,220,37%,131,74,93,80,0,14,0,14,15,24
1500000US060750133003,060750133003,Block Group 3; Census Tract 133; San Francisco County; California,567,120,12,0.1,80,77,28,27,0,14,0,14,0,14,447,322,322,57%,112,73,13,20,0,14,0,14,0,14
1500000US060750133004,060750133004,Block Group 4; Census Tract 133; San Francisco County; California,338,220,11,0.05,49,33,140,89,20,23,0,14,0,14,118,72,124,37%,39,34,7,12,0,14,0,14,0,14
1500000US060750133005,060750133005,Block Group 5; Census Tract 133; San Francisco County; California,305,175,0,0,104,89,20,32,46,52,5,10,0,14,130,0,56,18%,103,66,27,31,0,14,0,14,0,14
1500000US060750134011,060750134011,Block Group 1; Census Tract 134.01; San Francisco County; California,401,65,8,0.123076923,34,24,19,17,4,9,0,14,0,14,336,80,114,28%,210,207,46,44,0,14,0,14,0,14
1500000US060750134012,060750134012,Block Group 2; Census Tract 134.01; San Francisco County; California,473,169,47,0.278106509,65,46,50,35,7,11,0,14,0,14,304,100,129,27%,158,87,46,38,0,14,0,14,0,14
1500000US060750134021,060750134021,Block Group 1; Census Tract 134.02; San Francisco County; California,1201,275,46,0.167272727,112,59,61,41,0,14,56,91,0,14,926,181,181,15%,610,179,135,102,0,14,0,14,0,14
1500000US060750135001,060750135001,Block Group 1; Census Tract 135; San Francisco County; California,824,172,17,0.098837209,83,55,61,39,11,16,0,14,0,14,652,175,175,21%,422,172,55,50,0,14,0,14,0,14
1500000US060750135002,060750135002,Block Group 2; Census Tract 135; San Francisco County; California,384,206,19,0.09223301,144,80,43,49,0,14,0,14,0,14,178,103,127,33%,75,54,0,14,0,14,0,14,0,14
1500000US060750135003,060750135003,Block Group 3; Census Tract 135; San Francisco County; California,510,136,22,0.161764706,101,116,13,17,0,14,0,14,0,14,374,280,323,63%,79,51,15,23,0,14,0,14,0,14
1500000US060750151001,060750151001,Block Group 1; Census Tract 151; San Francisco County; California,475,300,24,0.08,258,99,14,16,0,14,4,8,0,14,175,70,95,20%,97,80,8,14,0,14,0,14,0,14
1500000US060750151002,060750151002,Block Group 2; Census Tract 151; San Francisco County; California,704,203,64,0.315270936,139,70,0,14,0,14,0,14,0,14,501,267,267,38%,234,100,0,14,0,14,0,14,0,14
1500000US060750151003,060750151003,Block Group 3; Census Tract 151; San Francisco County; California,387,45,8,0.177777778,37,26,0,14,0,14,0,14,0,14,342,221,221,57%,107,57,14,22,0,14,0,14,0,14
1500000US060750152011,060750152011,Block Group 1; Census Tract 152.01; San Francisco County; California,676,151,0,0,90,82,30,23,31,3,0,14,0,14,525,350,350,52%,160,80,15,15,0,14,0,14,0,14
1500000US060750152012,060750152012,Block Group 2; Census Tract 152.01; San Francisco County; California,387,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,387,247,352,91%,138,44,2,4,0,14,0,14,0,14
1500000US060750152021,060750152021,Block Group 1; Census Tract 152.02; San Francisco County; California,541,161,62,0.385093168,99,60,0,14,0,14,0,14,0,14,380,172,183,34%,165,92,11,18,32,42,0,14,0,14
1500000US060750152022,060750152022,Block Group 2; Census Tract 152.02; San Francisco County; California,582,362,51,0.140883978,277,114,34,36,0,14,0,14,0,14,220,96,96,16%,124,78,0,14,0,14,0,14,0,14
1500000US060750153001,060750153001,Block Group 1; Census Tract 153; San Francisco County; California,342,130,14,0.107692308,86,46,30,32,0,14,0,14,0,14,212,93,93,27%,91,54,28,23,0,14,0,14,0,14
1500000US060750153002,060750153002,Block Group 2; Census Tract 153; San Francisco County; California,720,303,35,0.115511551,184,71,84,57,0,14,0,14,0,14,417,150,150,21%,204,82,63,84,0,14,0,14,0,14
1500000US060750154011,060750154011,Block Group 1; Census Tract 154.01; San Francisco County; California,1221,372,17,0.045698925,166,94,170,141,19,21,0,14,0,14,849,340,381,31%,431,129,8,13,34,37,0,14,36,50
1500000US060750154012,060750154012,Block Group 2; Census Tract 154.01; San Francisco County; California,511,189,0,0,56,39,58,50,75,55,0,14,0,14,322,55,55,11%,227,197,40,29,0,14,0,14,0,14
1500000US060750154021,060750154021,Block Group 1; Census Tract 154.02; San Francisco County; California,714,232,0,0,136,77,69,41,12,20,0,14,15,24,482,52,71,10%,362,219,58,43,10,16,0,14,0,14
1500000US060750154022,060750154022,Block Group 2; Census Tract 154.02; San Francisco County; California,645,93,0,0,69,48,24,28,0,14,0,14,0,14,552,104,104,16%,240,86,157,187,51,54,0,14,0,14
1500000US060750155001,060750155001,Block Group 1; Census Tract 155; San Francisco County; California,939,71,0,0,71,53,0,14,0,14,0,14,0,14,868,405,429,46%,385,201,78,61,0,14,0,14,0,14
1500000US060750155002,060750155002,Block Group 2; Census Tract 155; San Francisco County; California,269,17,0,0,0,14,17,28,0,14,0,14,0,14,252,121,121,45%,91,77,32,53,8,22,0,14,0,14
1500000US060750155003,060750155003,Block Group 3; Census Tract 155; San Francisco County; California,517,48,26,0.541666667,22,36,0,14,0,14,0,14,0,14,469,403,403,78%,31,37,35,46,0,14,0,14,0,14
1500000US060750155004,060750155004,Block Group 4; Census Tract 155; San Francisco County; California,484,56,28,0.5,28,37,0,14,0,14,0,14,0,14,428,260,303,63%,125,80,43,47,0,14,0,14,0,14
1500000US060750156001,060750156001,Block Group 1; Census Tract 156; San Francisco County; California,257,55,9,0.163636364,9,17,30,24,7,11,0,14,0,14,202,36,36,14%,135,116,21,25,10,14,0,14,0,14
1500000US060750156002,060750156002,Block Group 2; Census Tract 156; San Francisco County; California,616,99,0,0,47,48,42,37,10,17,0,14,0,14,517,119,119,19%,307,117,52,39,3,5,36,52,0,14
1500000US060750156003,060750156003,Block Group 3; Census Tract 156; San Francisco County; California,545,234,51,0.217948718,157,82,26,25,0,14,0,14,0,14,311,196,196,36%,115,62,0,14,0,14,0,14,0,14
1500000US060750157011,060750157011,Block Group 1; Census Tract 157.01; San Francisco County; California,934,334,39,0.116766467,106,70,127,71,62,80,0,14,0,14,600,112,112,12%,292,132,196,133,0,14,0,14,0,14
1500000US060750157012,060750157012,Block Group 2; Census Tract 157.01; San Francisco County; California,296,86,0,0,65,48,21,25,0,14,0,14,0,14,210,88,168,57%,107,77,15,24,0,14,0,14,0,14
1500000US060750157021,060750157021,Block Group 1; Census Tract 157.02; San Francisco County; California,777,303,52,0.171617162,171,184,52,40,28,29,0,14,0,14,474,128,128,16%,270,97,64,45,12,19,0,14,0,14
1500000US060750157022,060750157022,Block Group 2; Census Tract 157.02; San Francisco County; California,609,285,56,0.196491228,120,71,109,93,0,14,0,14,0,14,324,45,64,11%,189,76,18,21,61,66,11,17,0,14
1500000US060750158011,060750158011,Block Group 1; Census Tract 158.01; San Francisco County; California,239,108,34,0.314814815,74,57,0,14,0,14,0,14,0,14,131,24,74,31%,107,93,0,14,0,14,0,14,0,14
1500000US060750158012,060750158012,Block Group 2; Census Tract 158.01; San Francisco County; California,802,277,29,0.104693141,168,71,62,48,0,14,18,33,0,14,525,181,181,23%,257,92,87,72,0,14,0,14,0,14
1500000US060750158013,060750158013,Block Group 3; Census Tract 158.01; San Francisco County; California,486,58,0,0,50,34,8,14,0,14,0,14,0,14,428,129,173,36%,248,95,51,41,0,14,0,14,0,14
1500000US060750158021,060750158021,Block Group 1; Census Tract 158.02; San Francisco County; California,706,152,0,0,96,61,40,27,16,17,0,14,0,14,554,177,188,27%,250,86,86,57,31,53,0,14,10,15
1500000US060750158022,060750158022,Block Group 2; Census Tract 158.02; San Francisco County; California,864,181,24,0.132596685,106,47,51,39,0,14,0,14,0,14,683,290,290,34%,354,155,32,37,7,11,0,14,0,14
1500000US060750159001,060750159001,Block Group 1; Census Tract 159; San Francisco County; California,740,222,43,0.193693694,159,88,20,39,0,14,0,14,0,14,518,391,391,53%,78,98,49,78,0,14,0,14,0,14
1500000US060750159002,060750159002,Block Group 2; Census Tract 159; San Francisco County; California,414,174,25,0.143678161,97,68,13,20,29,42,10,22,0,14,240,200,233,56%,30,52,10,18,0,14,0,14,0,14
1500000US060750159003,060750159003,Block Group 3; Census Tract 159; San Francisco County; California,605,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,605,426,494,82%,117,72,62,75,0,14,0,14,0,14
1500000US060750159004,060750159004,Block Group 4; Census Tract 159; San Francisco County; California,322,31,0,0,21,29,10,16,0,14,0,14,0,14,291,192,230,71%,86,45,13,25,0,14,0,14,0,14
1500000US060750160001,060750160001,Block Group 1; Census Tract 160; San Francisco County; California,665,146,0,0,105,63,41,37,0,14,0,14,0,14,519,380,483,73%,139,61,0,14,0,14,0,14,0,14
1500000US060750160002,060750160002,Block Group 2; Census Tract 160; San Francisco County; California,1101,298,105,0.352348993,178,74,15,21,0,14,0,14,0,14,803,483,483,44%,293,81,27,27,0,14,0,14,0,14
1500000US060750161011,060750161011,Block Group 1; Census Tract 161.01; San Francisco County; California,965,114,11,0.096491228,48,50,45,26,10,17,0,14,0,14,851,661,661,68%,140,82,50,40,0,14,0,14,0,14
1500000US060750161012,060750161012,Block Group 2; Census Tract 161.01; San Francisco County; California,531,91,0,0,16,26,75,97,0,14,0,14,0,14,440,188,229,43%,247,107,5,13,0,14,0,14,0,14
1500000US060750161021,060750161021,Block Group 1; Census Tract 161.02; San Francisco County; California,427,43,0,0,31,36,0,14,12,32,0,14,0,14,384,59,59,14%,161,93,98,94,66,66,0,14,0,14
1500000US060750161022,060750161022,Block Group 2; Census Tract 161.02; San Francisco County; California,765,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,765,453,471,62%,218,72,94,70,0,14,0,14,0,14
1500000US060750162001,060750162001,Block Group 1; Census Tract 162; San Francisco County; California,805,152,41,0.269736842,53,51,58,92,0,14,0,14,0,14,653,506,532,66%,147,94,0,14,0,14,0,14,0,14
1500000US060750162002,060750162002,Block Group 2; Census Tract 162; San Francisco County; California,657,159,0,0,132,186,27,46,0,14,0,14,0,14,498,360,360,55%,138,72,0,14,0,14,0,14,0,14
1500000US060750162003,060750162003,Block Group 3; Census Tract 162; San Francisco County; California,548,33,19,0.575757576,14,25,0,14,0,14,0,14,0,14,515,206,247,45%,289,129,20,32,0,14,0,14,0,14
1500000US060750163001,060750163001,Block Group 1; Census Tract 163; San Francisco County; California,305,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,305,163,163,53%,102,59,34,53,6,15,0,14,0,14
1500000US060750163002,060750163002,Block Group 2; Census Tract 163; San Francisco County; California,623,179,24,0.134078212,125,86,0,14,30,54,0,14,0,14,444,238,253,41%,206,146,0,14,0,14,0,14,0,14
1500000US060750163003,060750163003,Block Group 3; Census Tract 163; San Francisco County; California,660,134,0,0,134,74,0,14,0,14,0,14,0,14,526,192,192,29%,284,123,50,42,0,14,0,14,0,14
1500000US060750163004,060750163004,Block Group 4; Census Tract 163; San Francisco County; California,406,31,0,0,10,21,21,48,0,14,0,14,0,14,375,107,175,43%,246,145,0,14,0,14,22,46,0,14
1500000US060750164001,060750164001,Block Group 1; Census Tract 164; San Francisco County; California,763,153,43,0.281045752,70,45,30,36,10,16,0,14,0,14,610,190,202,26%,338,196,60,78,0,14,22,37,0,14
1500000US060750164002,060750164002,Block Group 2; Census Tract 164; San Francisco County; California,405,68,0,0,0,14,26,26,42,26,0,14,0,14,337,156,239,59%,158,70,15,19,8,15,0,14,0,14
1500000US060750164003,060750164003,Block Group 3; Census Tract 164; San Francisco County; California,585,60,0,0,15,18,0,14,0,14,0,14,45,64,525,302,319,55%,213,69,10,16,0,14,0,14,0,14
1500000US060750165001,060750165001,Block Group 1; Census Tract 165; San Francisco County; California,529,168,0,0,135,111,33,33,0,14,0,14,0,14,361,245,256,48%,54,54,62,70,0,14,0,14,0,14
1500000US060750165002,060750165002,Block Group 2; Census Tract 165; San Francisco County; California,676,253,0,0,219,146,34,42,0,14,0,14,0,14,423,145,167,25%,225,186,53,65,0,14,0,14,0,14
1500000US060750165003,060750165003,Block Group 3; Census Tract 165; San Francisco County; California,743,158,80,0.506329114,0,14,60,45,18,30,0,14,0,14,585,148,148,20%,366,167,71,59,0,14,0,14,0,14
1500000US060750165004,060750165004,Block Group 4; Census Tract 165; San Francisco County; California,311,152,0,0,78,57,74,72,0,14,0,14,0,14,159,29,87,28%,101,73,29,44,0,14,0,14,0,14
1500000US060750166011,060750166011,Block Group 1; Census Tract 166.01; San Francisco County; California,818,110,19,0.172727273,82,46,9,16,0,14,0,14,0,14,708,269,319,39%,378,203,61,44,0,14,0,14,0,14
1500000US060750166012,060750166012,Block Group 2; Census Tract 166.01; San Francisco County; California,651,167,50,0.299401198,92,54,25,29,0,14,0,14,0,14,484,341,341,52%,115,73,28,30,0,14,0,14,0,14
1500000US060750166021,060750166021,Block Group 1; Census Tract 166.02; San Francisco County; California,1048,247,0,0,243,100,4,17,0,14,0,14,0,14,801,237,348,33%,493,219,25,33,46,62,0,14,0,14
1500000US060750167001,060750167001,Block Group 1; Census Tract 167; San Francisco County; California,759,236,44,0.186440678,117,90,75,63,0,14,0,14,0,14,523,194,221,29%,292,124,37,42,0,14,0,14,0,14
1500000US060750167002,060750167002,Block Group 2; Census Tract 167; San Francisco County; California,355,84,11,0.130952381,61,49,12,20,0,14,0,14,0,14,271,134,134,38%,112,125,25,39,0,14,0,14,0,14
1500000US060750167003,060750167003,Block Group 3; Census Tract 167; San Francisco County; California,585,231,0,0,31,41,200,133,0,14,0,14,0,14,354,194,318,54%,141,107,19,30,0,14,0,14,0,14
1500000US060750167004,060750167004,Block Group 4; Census Tract 167; San Francisco County; California,693,216,0,0,121,91,75,85,20,35,0,14,0,14,477,243,327,47%,184,101,32,51,18,32,0,14,0,14
1500000US060750168011,060750168011,Block Group 1; Census Tract 168.01; San Francisco County; California,604,132,33,0.25,56,40,24,37,19,30,0,14,0,14,472,351,351,58%,85,59,0,14,0,14,0,14,36,50
1500000US060750168012,060750168012,Block Group 2; Census Tract 168.01; San Francisco County; California,628,79,68,0.860759494,11,13,0,14,0,14,0,14,0,14,549,309,309,49%,240,165,0,14,0,14,0,14,0,14
1500000US060750168013,060750168013,Block Group 3; Census Tract 168.01; San Francisco County; California,829,153,38,0.248366013,78,39,32,35,0,14,5,7,0,14,676,359,406,49%,291,97,26,28,0,14,0,14,0,14
1500000US060750168021,060750168021,Block Group 1; Census Tract 168.02; San Francisco County; California,801,220,103,0.468181818,101,101,16,23,0,14,0,14,0,14,581,433,469,59%,148,96,0,14,0,14,0,14,0,14
1500000US060750168022,060750168022,Block Group 2; Census Tract 168.02; San Francisco County; California,521,47,0,0,17,23,30,40,0,14,0,14,0,14,474,315,358,69%,159,118,0,14,0,14,0,14,0,14
1500000US060750168023,060750168023,Block Group 3; Census Tract 168.02; San Francisco County; California,602,33,0,0,33,34,0,14,0,14,0,14,0,14,569,203,220,37%,229,142,15,22,122,121,0,14,0,14
1500000US060750169001,060750169001,Block Group 1; Census Tract 169; San Francisco County; California,629,355,41,0.115492958,250,124,64,43,0,14,0,14,0,14,274,147,243,39%,102,56,0,14,25,39,0,14,0,14
1500000US060750169002,060750169002,Block Group 2; Census Tract 169; San Francisco County; California,457,15,0,0,6,9,9,14,0,14,0,14,0,14,442,281,281,61%,128,57,24,24,0,14,0,14,9,13
1500000US060750169003,060750169003,Block Group 3; Census Tract 169; San Francisco County; California,421,141,18,0.127659574,85,44,8,13,20,25,10,15,0,14,280,102,102,24%,132,61,46,35,0,14,0,14,0,14
1500000US060750170001,060750170001,Block Group 1; Census Tract 170; San Francisco County; California,436,204,26,0.12745098,120,76,58,75,0,14,0,14,0,14,232,87,193,44%,85,52,60,59,0,14,0,14,0,14
1500000US060750170002,060750170002,Block Group 2; Census Tract 170; San Francisco County; California,509,308,0,0,160,85,148,91,0,14,0,14,0,14,201,43,43,8%,158,99,0,14,0,14,0,14,0,14
1500000US060750170003,060750170003,Block Group 3; Census Tract 170; San Francisco County; California,807,394,41,0.104060914,181,101,142,89,30,35,0,14,0,14,413,61,61,8%,307,158,45,45,0,14,0,14,0,14
1500000US060750170004,060750170004,Block Group 4; Census Tract 170; San Francisco County; California,449,214,0,0,87,66,127,135,0,14,0,14,0,14,235,43,59,13%,192,103,0,14,0,14,0,14,0,14
1500000US060750171011,060750171011,Block Group 1; Census Tract 171.01; San Francisco County; California,461,180,15,0.083333333,60,35,97,47,0,14,0,14,8,13,281,83,93,20%,163,85,35,31,0,14,0,14,0,14
1500000US060750171012,060750171012,Block Group 2; Census Tract 171.01; San Francisco County; California,615,214,0,0,101,58,67,46,37,42,9,16,0,14,401,89,89,14%,203,98,100,71,9,16,0,14,0,14
1500000US060750171013,060750171013,Block Group 3; Census Tract 171.01; San Francisco County; California,634,158,68,0.430379747,48,37,30,27,12,20,0,14,0,14,476,205,230,36%,174,72,97,109,0,14,0,14,0,14
1500000US060750171021,060750171021,Block Group 1; Census Tract 171.02; San Francisco County; California,479,117,12,0.102564103,67,47,20,18,18,20,0,14,0,14,362,129,276,58%,160,76,73,52,0,14,0,14,0,14
1500000US060750171022,060750171022,Block Group 2; Census Tract 171.02; San Francisco County; California,320,221,83,0.375565611,45,27,64,37,29,40,0,14,0,14,99,28,28,9%,57,47,8,13,6,11,0,14,0,14
1500000US060750171023,060750171023,Block Group 3; Census Tract 171.02; San Francisco County; California,710,178,17,0.095505618,88,42,73,48,0,14,0,14,0,14,532,242,288,41%,232,96,58,69,0,14,0,14,0,14
1500000US060750176021,060750176021,Block Group 1; Census Tract 176.02; San Francisco County; California,722,59,11,0.186440678,24,39,12,20,0,14,0,14,12,19,663,322,336,47%,341,232,0,14,0,14,0,14,0,14
1500000US060750176022,060750176022,Block Group 2; Census Tract 176.02; San Francisco County; California,519,75,22,0.293333333,21,25,32,50,0,14,0,14,0,14,444,305,305,59%,96,79,43,27,0,14,0,14,0,14
1500000US060750176023,060750176023,Block Group 3; Census Tract 176.02; San Francisco County; California,305,27,0,0,27,43,0,14,0,14,0,14,0,14,278,221,297,97%,57,62,0,14,0,14,0,14,0,14
1500000US060750176031,060750176031,Block Group 1; Census Tract 176.03; San Francisco County; California,521,76,58,0.763157895,18,31,0,14,0,14,0,14,0,14,445,392,392,75%,53,47,0,14,0,14,0,14,0,14
1500000US060750176032,060750176032,Block Group 2; Census Tract 176.03; San Francisco County; California,446,103,50,0.485436893,53,56,0,14,0,14,0,14,0,14,343,179,215,48%,164,116,0,14,0,14,0,14,0,14
1500000US060750176033,060750176033,Block Group 3; Census Tract 176.03; San Francisco County; California,498,39,0,0,39,55,0,14,0,14,0,14,0,14,459,290,311,62%,169,138,0,14,0,14,0,14,0,14
1500000US060750176034,060750176034,Block Group 4; Census Tract 176.03; San Francisco County; California,1052,322,111,0.344720497,142,105,0,14,42,66,27,42,0,14,730,326,339,32%,297,159,107,113,0,14,0,14,0,14
1500000US060750176041,060750176041,Block Group 1; Census Tract 176.04; San Francisco County; California,612,64,27,0.421875,37,47,0,14,0,14,0,14,0,14,548,322,365,60%,181,137,45,47,0,14,0,14,0,14
1500000US060750176042,060750176042,Block Group 2; Census Tract 176.04; San Francisco County; California,1078,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,1078,721,747,69%,273,115,84,78,0,14,0,14,0,14
1500000US060750176043,060750176043,Block Group 3; Census Tract 176.04; San Francisco County; California,611,145,124,0.855172414,0,14,21,34,0,14,0,14,0,14,466,451,501,82%,15,16,0,14,0,14,0,14,0,14
1500000US060750177001,060750177001,Block Group 1; Census Tract 177; San Francisco County; California,239,147,84,0.571428571,57,62,0,14,6,11,0,14,0,14,92,32,65,27%,54,41,6,11,0,14,0,14,0,14
1500000US060750177002,060750177002,Block Group 2; Census Tract 177; San Francisco County; California,1057,140,0,0,24,21,116,79,0,14,0,14,0,14,917,293,297,28%,521,174,103,79,0,14,0,14,0,14
1500000US060750178011,060750178011,Block Group 1; Census Tract 178.01; San Francisco County; California,690,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,690,516,550,80%,151,126,23,33,0,14,0,14,0,14
1500000US060750178012,060750178012,Block Group 2; Census Tract 178.01; San Francisco County; California,669,297,47,0.158249158,146,95,104,132,0,14,0,14,0,14,372,252,351,52%,109,93,0,14,11,17,0,14,0,14
1500000US060750178013,060750178013,Block Group 3; Census Tract 178.01; San Francisco County; California,888,150,36,0.24,114,79,0,14,0,14,0,14,0,14,738,536,544,61%,202,136,0,14,0,14,0,14,0,14
1500000US060750178031,060750178031,Block Group 1; Census Tract 178.03; San Francisco County; California,661,128,43,0.3359375,39,37,46,53,0,14,0,14,0,14,533,431,462,70%,102,59,0,14,0,14,0,14,0,14
1500000US060750178032,060750178032,Block Group 2; Census Tract 178.03; San Francisco County; California,547,126,17,0.134920635,90,70,19,21,0,14,0,14,0,14,421,149,149,27%,245,127,27,30,0,14,0,14,0,14
1500000US060750178041,060750178041,Block Group 1; Census Tract 178.04; San Francisco County; California,714,312,96,0.307692308,216,106,0,14,0,14,0,14,0,14,402,268,268,38%,59,64,75,90,0,14,0,14,0,14
1500000US060750178042,060750178042,Block Group 2; Census Tract 178.04; San Francisco County; California,742,112,0,0,112,69,0,14,0,14,0,14,0,14,630,322,322,43%,293,143,15,31,0,14,0,14,0,14
1500000US060750178043,060750178043,Block Group 3; Census Tract 178.04; San Francisco County; California,417,247,0,0,247,189,0,14,0,14,0,14,0,14,170,64,76,18%,106,79,0,14,0,14,0,14,0,14
1500000US060750178044,060750178044,Block Group 4; Census Tract 178.04; San Francisco County; California,449,183,106,0.579234973,54,56,23,38,0,14,0,14,0,14,266,237,282,63%,29,45,0,14,0,14,0,14,0,14
1500000US060750179031,060750179031,Block Group 1; Census Tract 179.03; San Francisco County; California,616,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,616,143,221,36%,193,75,128,66,145,76,7,13,0,14
1500000US060750179032,060750179032,Block Group 2; Census Tract 179.03; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,20,#DIV/0!,0,14,0,14,0,14,0,14,0,14
1500000US060750180001,060750180001,Block Group 1; Census Tract 180; San Francisco County; California,402,149,16,0.10738255,133,61,0,14,0,14,0,14,0,14,253,102,262,65%,151,117,0,14,0,14,0,14,0,14
1500000US060750180002,060750180002,Block Group 2; Census Tract 180; San Francisco County; California,329,32,10,0.3125,11,13,11,18,0,14,0,14,0,14,297,206,210,64%,91,49,0,14,0,14,0,14,0,14
1500000US060750180003,060750180003,Block Group 3; Census Tract 180; San Francisco County; California,452,27,0,0,27,30,0,14,0,14,0,14,0,14,425,195,241,53%,213,99,0,14,0,14,0,14,17,28
1500000US060750180004,060750180004,Block Group 4; Census Tract 180; San Francisco County; California,465,112,25,0.223214286,78,47,9,17,0,14,0,14,0,14,353,266,285,61%,87,59,0,14,0,14,0,14,0,14
1500000US060750201011,060750201011,Block Group 1; Census Tract 201.01; San Francisco County; California,836,295,147,0.498305085,103,73,35,43,10,18,0,14,0,14,541,184,193,23%,309,135,48,51,0,14,0,14,0,14
1500000US060750201012,060750201012,Block Group 2; Census Tract 201.01; San Francisco County; California,1065,185,0,0,185,135,0,14,0,14,0,14,0,14,880,471,519,49%,356,141,0,14,53,42,0,14,0,14
1500000US060750201021,060750201021,Block Group 1; Census Tract 201.02; San Francisco County; California,703,152,46,0.302631579,65,41,41,53,0,14,0,14,0,14,551,402,422,60%,85,63,64,56,0,14,0,14,0,14
1500000US060750201022,060750201022,Block Group 2; Census Tract 201.02; San Francisco County; California,486,57,14,0.245614035,7,13,36,55,0,14,0,14,0,14,429,182,182,37%,59,66,142,217,0,14,0,14,46,57
1500000US060750201023,060750201023,Block Group 3; Census Tract 201.02; San Francisco County; California,117,12,0,0,12,19,0,14,0,14,0,14,0,14,105,55,55,47%,45,42,5,28,0,14,0,14,0,14
1500000US060750202011,060750202011,Block Group 1; Census Tract 202.01; San Francisco County; California,537,143,76,0.531468531,51,40,12,18,0,14,4,7,0,14,394,256,256,48%,124,64,9,18,5,15,0,14,0,14
1500000US060750202012,060750202012,Block Group 2; Census Tract 202.01; San Francisco County; California,439,77,0,0,35,40,42,39,0,14,0,14,0,14,362,118,118,27%,150,76,45,39,49,59,0,14,0,14
1500000US060750202021,060750202021,Block Group 1; Census Tract 202.02; San Francisco County; California,798,164,36,0.219512195,106,88,22,33,0,14,0,14,0,14,634,465,465,58%,157,86,12,19,0,14,0,14,0,14
1500000US060750202022,060750202022,Block Group 2; Census Tract 202.02; San Francisco County; California,679,179,21,0.117318436,108,125,0,14,0,14,0,14,50,36,500,239,239,35%,254,142,0,14,7,15,0,14,0,14
1500000US060750202023,060750202023,Block Group 3; Census Tract 202.02; San Francisco County; California,718,133,13,0.097744361,103,74,17,29,0,14,0,14,0,14,585,346,370,52%,179,97,60,95,0,14,0,14,0,14
1500000US060750203001,060750203001,Block Group 1; Census Tract 203; San Francisco County; California,904,245,43,0.175510204,196,124,0,14,6,10,0,14,0,14,659,319,345,38%,304,114,36,32,0,14,0,14,0,14
